File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\guis\RendererGuis.cpp,RendererGuis::EndRendering(),8,5,3,0,1,0,2,6,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\inputs\AxisButton.cpp,"AxisButton::AxisButton(IButton *negative, IButton *positive)",1,1,1,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\inputs\AxisButton.cpp,AxisButton::~AxisButton(),3,3,3,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\inputs\AxisButton.cpp,AxisButton::GetAmount() const,14,11,7,3,3,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\inputs\AxisCompound.cpp,"AxisCompound::AxisCompound(const int n_args, ...)",10,8,6,1,2,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\inputs\AxisCompound.cpp,AxisCompound::~AxisCompound(),2,2,2,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\inputs\AxisCompound.cpp,AxisCompound::GetAmount() const,9,7,5,2,2,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\inputs\AxisJoystick.cpp,"AxisJoystick::AxisJoystick(const int &joystick, const int n_args, ...)",10,8,6,1,2,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\inputs\AxisJoystick.cpp,AxisJoystick::~AxisJoystick(),2,2,2,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\inputs\AxisJoystick.cpp,AxisJoystick::GetAmount() const,14,11,7,4,3,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\inputs\ButtonCompound.cpp,"ButtonCompound::ButtonCompound(const int n_args, ...)",10,8,6,1,2,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\inputs\ButtonCompound.cpp,ButtonCompound::~ButtonCompound(),2,2,2,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\inputs\ButtonCompound.cpp,ButtonCompound::IsDown() const,10,9,5,4,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\inputs\ButtonCompound.cpp,ButtonCompound::WasDown(),4,4,4,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\inputs\ButtonJoystick.cpp,"ButtonJoystick::ButtonJoystick(const int &joystick, const int n_args, ...)",10,8,6,1,2,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\inputs\ButtonJoystick.cpp,ButtonJoystick::~ButtonJoystick(),2,2,2,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\inputs\ButtonJoystick.cpp,ButtonJoystick::IsDown() const,20,17,9,8,3,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\inputs\ButtonJoystick.cpp,ButtonJoystick::WasDown(),4,4,4,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\inputs\ButtonKeyboard.cpp,"ButtonKeyboard::ButtonKeyboard(const int n_args, ...)",10,8,6,1,2,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\inputs\ButtonKeyboard.cpp,ButtonKeyboard::~ButtonKeyboard(),2,2,2,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\inputs\ButtonKeyboard.cpp,ButtonKeyboard::IsDown() const,15,13,7,6,2,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\inputs\ButtonKeyboard.cpp,ButtonKeyboard::WasDown(),4,4,4,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\inputs\ButtonMouse.cpp,"ButtonMouse::ButtonMouse(const int n_args, ...)",10,8,6,1,2,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\inputs\ButtonMouse.cpp,ButtonMouse::~ButtonMouse(),2,2,2,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\inputs\ButtonMouse.cpp,ButtonMouse::IsDown() const,15,13,7,6,2,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\inputs\ButtonMouse.cpp,ButtonMouse::WasDown(),4,4,4,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\lights\Attenuation.cpp,"Attenuation::Attenuation(const float &constant, const float &linear, const float &exponent)",2,2,2,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\lights\Attenuation.cpp,Attenuation::Attenuation(Attenuation *source),2,2,2,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\lights\Attenuation.cpp,Attenuation::~Attenuation(),1,1,1,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\lights\Attenuation.cpp,"Attenuation::Set(const float &constant, const float &linear, const float &exponent)",5,5,5,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\lights\Attenuation.cpp,Attenuation::Set(Attenuation *source),5,5,5,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\lights\Fog.cpp,"Fog::Fog(Colour *colour, const float &density, const float &gradient, const float &lowerLimit, const float &upperLimit)",1,1,1,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\lights\Fog.cpp,Fog::~Fog(),2,2,2,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\lights\Light.cpp,"Light::Light(Colour *colour, Vector3 *position)",2,2,2,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\lights\Light.cpp,"Light::Light(Colour *colour, Vector3 *position, Attenuation *attenuation)",2,2,2,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\lights\Light.cpp,Light::~Light(),4,4,4,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\lights\Light.cpp,"Light::Set(Colour *colour, Vector3 *position)",4,4,4,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\lights\Light.cpp,"Light::Set(Colour *colour, Vector3 *position, Attenuation *attenuation)",5,5,5,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Colour.cpp,Colour::Colour(),1,1,1,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Colour.cpp,"Colour::Colour(const float &r, const float &g, const float &b, const float &a)",1,1,1,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Colour.cpp,"Colour::Colour(const std::string &hex, const float &a)",6,6,6,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Colour.cpp,Colour::Colour(const Colour &source),1,1,1,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Colour.cpp,Colour::Colour(const Vector3 &source),1,1,1,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Colour.cpp,Colour::Colour(const Vector4 &source),1,1,1,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Colour.cpp,Colour::~Colour(),1,1,1,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Colour.cpp,"Colour::Set(const float &r, const float &g, const float &b, const float &a)",6,6,6,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Colour.cpp,"Colour::Set(const std::string &hex, const float &a)",8,8,8,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Colour.cpp,Colour::Set(const Colour &source),6,6,6,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Colour.cpp,Colour::Set(const Vector3 &source),6,6,6,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Colour.cpp,Colour::Set(const Vector4 &source),6,6,6,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Colour.cpp,"Colour::Add(const Colour &left, const Colour &right, Colour *destination)",7,6,4,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Colour.cpp,"Colour::Subtract(const Colour &left, const Colour &right, Colour *destination)",7,6,4,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Colour.cpp,"Colour::Multiply(const Colour &left, const Colour &right, Colour *destination)",7,6,4,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Colour.cpp,"Colour::Divide(const Colour &left, const Colour &right, Colour *destination)",7,6,4,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Colour.cpp,"Colour::Interpolate(const Colour &left, const Colour &right, const float blend, Colour *destination)",11,10,8,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Colour.cpp,"Colour::GetUnit(const Colour &source, Colour *destination)",8,7,5,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Colour.cpp,Colour::GetHex(const Colour &source),16,12,12,1,4,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Colour.cpp,Colour::Length(const Colour &source),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Colour.cpp,Colour::LengthSquared(const Colour &source),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Colour.cpp,Colour::Scale(const float &scalar),5,5,5,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Colour.cpp,Colour::Length(),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Colour.cpp,Colour::LengthSquared(),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Delta.cpp,Delta::Delta(),1,1,1,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Delta.cpp,Delta::~Delta(),1,1,1,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Delta.cpp,Delta::Update(),5,5,5,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix2.cpp,Matrix2::Matrix2(),1,1,1,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix2.cpp,Matrix2::Matrix2(const Matrix2 &source),1,1,1,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix2.cpp,Matrix2::Matrix2(const float source[4]),1,1,1,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix2.cpp,Matrix2::~Matrix2(),1,1,1,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix2.cpp,Matrix2::Set(const Matrix2 &source),6,6,6,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix2.cpp,Matrix2::Set(const float source[4]),6,6,6,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix2.cpp,Matrix2::SetIdentity(Matrix2 *source),6,6,6,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix2.cpp,Matrix2::Determinant(const Matrix2 &source),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix2.cpp,"Matrix2::Add(const Matrix2 &left, const Matrix2 &right, Matrix2 *destination)",11,10,8,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix2.cpp,"Matrix2::Subtract(const Matrix2 &left, const Matrix2 &right, Matrix2 *destination)",11,10,8,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix2.cpp,"Matrix2::Multiply(const Matrix2 &left, const Matrix2 &right, Matrix2 *destination)",16,14,12,2,2,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix2.cpp,"Matrix2::Transform(const Matrix2 &left, const Vector2 &right, Vector2 *destination)",10,8,6,2,2,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix2.cpp,"Matrix2::Scale(const Matrix2 &left, const Vector2 &right, Matrix2 *destination)",11,10,8,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix2.cpp,"Matrix2::Invert(const Matrix2 &source, Matrix2 *destination)",23,20,16,4,3,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix2.cpp,"Matrix2::Negate(const Matrix2 &source, Matrix2 *destination)",11,10,8,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix2.cpp,"Matrix2::Transpose(const Matrix2 &source, Matrix2 *destination)",12,10,8,2,2,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix2.cpp,Matrix2::ToArray(const Matrix2 &matrix),7,7,7,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix2.cpp,Matrix2::SetZero(Matrix2 *source),6,6,6,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix2.cpp,Matrix2::SetIdentity(),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix2.cpp,Matrix2::Determinant(),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix2.cpp,Matrix2::Invert(),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix2.cpp,Matrix2::Negate(),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix2.cpp,Matrix2::Transpose(),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix2.cpp,Matrix2::SetZero(),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix3.cpp,Matrix3::Matrix3(),1,1,1,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix3.cpp,Matrix3::Matrix3(const Matrix3 &source),1,1,1,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix3.cpp,Matrix3::Matrix3(const float source[9]),1,1,1,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix3.cpp,Matrix3::~Matrix3(),1,1,1,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix3.cpp,Matrix3::Set(const Matrix3 &source),11,11,11,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix3.cpp,Matrix3::Set(const float source[9]),11,11,11,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix3.cpp,Matrix3::SetIdentity(Matrix3 *source),11,11,11,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix3.cpp,Matrix3::Determinant(const Matrix3 &source),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix3.cpp,"Matrix3::Add(const Matrix3 &left, const Matrix3 &right, Matrix3 *destination)",16,15,13,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix3.cpp,"Matrix3::Subtract(const Matrix3 &left, const Matrix3 &right, Matrix3 *destination)",16,15,13,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix3.cpp,"Matrix3::Multiply(const Matrix3 &left, const Matrix3 &right, Matrix3 *destination)",26,24,22,2,2,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix3.cpp,"Matrix3::Transform(const Matrix3 &left, const Vector3 &right, Vector3 *destination)",11,9,7,2,2,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix3.cpp,"Matrix3::Scale(const Matrix3 &left, const Vector3 &right, Matrix3 *destination)",16,15,13,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix3.cpp,"Matrix3::Invert(const Matrix3 &source, Matrix3 *destination)",38,30,26,4,4,0,4,30,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix3.cpp,"Matrix3::Negate(const Matrix3 &source, Matrix3 *destination)",16,15,13,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix3.cpp,"Matrix3::Transpose(const Matrix3 &source, Matrix3 *destination)",26,24,22,2,2,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix3.cpp,Matrix3::ToArray(const Matrix3 &matrix),12,12,12,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix3.cpp,Matrix3::SetZero(Matrix3 *source),11,11,11,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix3.cpp,Matrix3::SetIdentity(),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix3.cpp,Matrix3::Determinant(),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix3.cpp,Matrix3::Invert(),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix3.cpp,Matrix3::Negate(),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix3.cpp,Matrix3::Transpose(),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix3.cpp,Matrix3::SetZero(),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix4.cpp,Matrix4::Matrix4(),1,1,1,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix4.cpp,Matrix4::Matrix4(const Matrix4 &source),1,1,1,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix4.cpp,Matrix4::Matrix4(const float source[16]),1,1,1,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix4.cpp,Matrix4::~Matrix4(),1,1,1,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix4.cpp,Matrix4::Set(const Matrix4 &source),18,18,18,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix4.cpp,Matrix4::Set(const float source[16]),18,18,18,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix4.cpp,Matrix4::SetIdentity(Matrix4 *source),18,18,18,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix4.cpp,Matrix4::Determinant(const Matrix4 &source),5,5,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix4.cpp,"Matrix4::Add(const Matrix4 &left, const Matrix4 &right, Matrix4 *destination)",23,22,20,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix4.cpp,"Matrix4::Subtract(const Matrix4 &left, const Matrix4 &right, Matrix4 *destination)",23,22,20,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix4.cpp,"Matrix4::Multiply(const Matrix4 &left, const Vector4 &right, Vector4 *destination)",11,10,8,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix4.cpp,"Matrix4::Multiply(const Matrix4 &left, const Matrix4 &right, Matrix4 *destination)",40,38,36,2,2,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix4.cpp,"Matrix4::Transform(const Matrix4 &left, const Vector4 &right, Vector4 *destination)",12,10,8,2,2,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix4.cpp,"Matrix4::Scale(const Matrix4 &left, const Vector3 &right, Matrix4 *destination)",19,18,16,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix4.cpp,"Matrix4::Scale(const Matrix4 &left, const Vector4 &right, Matrix4 *destination)",23,22,20,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix4.cpp,"Matrix4::Invert(const Matrix4 &source, Matrix4 *destination)",56,44,40,4,7,0,5,14,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix4.cpp,"Matrix4::Negate(const Matrix4 &source, Matrix4 *destination)",23,22,20,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix4.cpp,"Matrix4::Transpose(const Matrix4 &source, Matrix4 *destination)",40,38,36,2,2,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix4.cpp,"Matrix4::Translate(const Matrix4 &left, const Vector2 &right, Matrix4 *destination)",11,10,8,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix4.cpp,"Matrix4::Translate(const Matrix4 &left, const Vector3 &right, Matrix4 *destination)",11,10,8,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix4.cpp,"Matrix4::Rotate(const Matrix4 &source, const Vector3 &axis, const float &angle, Matrix4 *destination)",47,44,42,2,3,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix4.cpp,Matrix4::ToArray(const Matrix4 &matrix),19,19,19,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix4.cpp,Matrix4::SetZero(Matrix4 *source),18,18,18,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix4.cpp,"Matrix4::Rotate(const Vector3 &source, const Vector3 &rotation, Vector3 *destination)",11,10,8,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix4.cpp,"Matrix4::TransformationMatrix(const Vector2 &translation, const float &scale, Matrix4 *destination)",2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix4.cpp,"Matrix4::TransformationMatrix(const Vector2 &translation, const Vector3 &scale, Matrix4 *destination)",2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix4.cpp,"Matrix4::TransformationMatrix(const Vector3 &translation, const Vector3 &rotation, const float &scale, Matrix4 *destination)",2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix4.cpp,"Matrix4::TransformationMatrix(const Vector3 &translation, const Vector3 &rotation, const Vector3 &scale, Matrix4 *destination)",27,21,13,5,5,3,1,19,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix4.cpp,"Matrix4::PerspectiveMatrix(const float &fov, const float &aspectRatio, const float &zNear, const float &zFar, Matrix4 *destination)",18,16,14,2,2,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix4.cpp,"Matrix4::OrthographicMatrix(const float &left, const float &right, const float &bottom, const float &top, const float &near, const float &far, Matrix4 *destination)",23,20,18,2,3,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix4.cpp,"Matrix4::ViewMatrix(const Vector3 &position, const Vector3 &rotation, Matrix4 *destination)",21,17,11,4,4,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix4.cpp,"Matrix4::WorldToScreenSpace(const Vector3 &worldSpace, const Matrix4 &viewMatrix, const Matrix4 &projectionMatrix, Vector3 *destination)",14,12,10,2,2,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix4.cpp,"Matrix4::RandomUnitVectorWithinCone(const Vector3 &coneDirection, const float &angle, Vector3 *destination)",32,28,22,3,4,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix4.cpp,Matrix4::SetIdentity(),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix4.cpp,Matrix4::Determinant(),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix4.cpp,Matrix4::Invert(),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix4.cpp,Matrix4::Negate(),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix4.cpp,Matrix4::Transpose(),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix4.cpp,Matrix4::SetZero(),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Matrix4.cpp,"Matrix4::Determinant3x3(const float &t00, const float &t01, const float &t02, const float &t10, const float &t11, const float &t12, const float &t20, const float &t21, const float &t22)",2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Quaternion.cpp,Quaternion::Quaternion(),1,1,1,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Quaternion.cpp,"Quaternion::Quaternion(const float &x, const float &y, const float &z, const float &w)",1,1,1,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Quaternion.cpp,Quaternion::Quaternion(const Quaternion &source),2,2,2,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Quaternion.cpp,Quaternion::Quaternion(const Matrix4 &source),2,2,2,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Quaternion.cpp,Quaternion::~Quaternion(),1,1,1,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Quaternion.cpp,"Quaternion::Set(const float &x, const float &y, const float &z, const float &w)",6,6,6,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Quaternion.cpp,Quaternion::Set(const Quaternion &source),6,6,6,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Quaternion.cpp,Quaternion::Set(const Vector4 &source),8,8,8,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Quaternion.cpp,Quaternion::Set(const Matrix4 &source),42,39,31,2,3,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Quaternion.cpp,Quaternion::Set(const Matrix3 &source),51,47,37,3,4,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Quaternion.cpp,Quaternion::SetIdentity(Quaternion *source),6,6,6,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder.Core\src\maths\Quaternion.cpp,"Quaternion::Multiply(const Quaternion &left, const Quaternion &right, Quaternion *destination)",7,6,4,2,1,0,0,0,
