Word,Count
bufferCreateInfo,1
\"\read"\\,1
interface;,1
Configures,1
Initialize,1
optimise,1
'pixels',1
m_21,1
pointing,1
default:,1
ifsteam,1
\display::vkErrorCheck(vkCreateBuffer(Display::Get()->getVkDevice(),\,1
\lookup,\,1
\normals,\,1
instead,1
interface:,1
createBuffer(m_normals);,1
\fonts,\,1
\zk,\,1
Must,1
won't,1
loading),1
(int),1
\processors,\,1
\name="\align"\>\,1
\name="\expandZ"\>\,1
disown,1
Standard,1
128,1
VK_STRUCTURE_TYPE_IMAGE_CREATE_INFO;,1
m_imageMemory,1
Centre,1
\7,\,1
\reflective,\,1
\name="\gradient"\>\,1
highest,1
\pressed,\,1
quaternion.</param>,1
imageViewCreateInfo.format,1
iphone-formatted,1
Blurred,1
\name="\reference"\>\,1
\name="\speed"\>\,1
\vkGetBufferMemoryRequirements(Display::Get()->getVkDevice(),\,1
////////////////////////////////////////////////////////////////////////////,1
*componentLight,1
measure,1
lookup,1
advance,1
resolution,1
\BMP,\,1
Scorched,1
imageViewCreateInfo.sType,1
processors,1
*GetRenderRotation(Vector3,1
Extension,1
\Vector3::rotate,\,1
PIC,1
taken,1
\*y,\,1
action,1
VK_IMAGE_LAYOUT_PREINITIALIZED;,1
agility,1
\min(flr,\,1
preformed,1
3-tuple,1
storing,1
screenshot,1
stop,1
acquired,1
resolution),1
\interface,\,1
NOT,1
Everything,1
thus,1
LEFT,1
imageViewCreateInfo.subresourceRange.aspectMask,1
enum,1
reaching,1
indicie,1
VK_IMAGE_TYPE_2D;,1
colours;,1
STBI_SIMD,1
#inScreenCoords},1
STBI_FAILURE_USERMSG,1
Note,1
changing,1
*data;,1
enclosing,1
\performed,\,1
\"\input"\\,1
fades,1
\depth,\,1
although,1
reduce,1
bits,1
prefix,1
geometry,1
ocean/lakes/rivers,1
PCs,1
reason,1
Shrubland,1
hovered,1
cone,1
Key,1
heights,1
Sphere,1
\name="\negative"\>\,1
VK_IMAGE_TILING_OPTIMAL;,1
exception,1
scales,1
relating,1
linearly,1
collder,1
No,1
non,1
rely,1
(or,1
Inits,1
Euclidean,1
\vertex,\,1
VK_DEBUG_REPORT_WARNING_BIT_EXT,1
imageCreateInfo.arrayLayers,1
screenStart,1
Bare,1
\max(bur,\,1
\"\as-is"\\,1
LDR,1
*GetRenderScale(Vector3,1
currentWidth;,1
aavv,1
stbi_image_free(data),1
C,1
loaders::get()->createVAO();,1
\position,\,1
see,1
!m_vertices->empty()),1
screen),1
uint8_t,1
\vkDestroyImageView(Display::Get()->getVkDevice(),\,1
true);,1
bufferCreateInfo.usage,1
toggling,1
\aabb->getMaxExtents()->x,\,1
\name="\joystickLeftClick"\>\,1
\name="\cursorY"\>\,1
looking,1
\name="\expand"\>\,1
VkImageViewCreateInfo,1
sphere->getRadius();,1
bufferCopyRegion,1
normals;,1
imageViewCreateInfo.subresourceRange.baseMipLevel,1
\name="\offsetX"\>\,1
\name="\stretch"\>\,1
\display::vkErrorCheck(vkBindBufferMemory(Display::Get()->getVkDevice(),\,1
\name="\y2"\>\,1
\name="\rendererMaster"\>\,1
imageCreateInfo.extent.width,1
region,1
\max(fur,\,1
controller,1
1-bit,1
extends,1
randomly,1
Called,1
Radiance,1
decide,1
\name="\z1"\>\,1
etc,1
\name="\font"\>\,1
file/data,1
\name="\waterHeight"\>\,1
\blue,\,1
deadband,1
\normal(0,1)\,1
\name="\scaleY"\>\,1
\min(bul,\,1
m_vaoID;,1
\m_normalsBuffer,\,1
sin,1
mean,1
Simple,1
silently,1
decoding,1
\("\\,1
monitor,1
dynamic,1
indicate,1
Fullscreen,1
takes,1
following,1
\6,\,1
filename,1
static_cast<ComponentLight*>((*entity)->getComponent(ComponentLight::typeid));,1
init,1
\name="\offsetY"\>\,1
corresponding,1
/////////////////////////////////////////////////////,1
reconfigured,1
&,1
\sources,\,1
edges,1
area),1
(max-min)),1
First,1
\name="\joystickAxisX"\>\,1
\area,\,1
\textures,\,1
assuming,1
index0,1
notate,1
handler,1
\&imageViewCreateInfo,\,1
\4th),\,1
Stores,1
imageViewCreateInfo.subresourceRange.layerCount,1
bufferCopyRegion.imageSubresource.mipLevel,1
build,1
proportion,1
Ocean,1
VK_STRUCTURE_TYPE_IMAGE_VIEW_CREATE_INFO;,1
Darken,1
struct,1
N=#comp,1
*',1
\radius,\,1
(disable,1
\name="\file"\>\,1
structures,1
(rand.nextDouble(),1
setup,1
yj,1
depalettized,1
\m_shadowBoxOffset,\,1
shader/fbo,1
\name="\eps"\>\,1
\name="\v2"\>\,1
\"\shadow\,1
VK_IMAGE_USAGE_TRANSFER_DST_BIT,1
imageCreateInfo.usage,1
follows:<br>,1
bufferCopyRegion.bufferOffset,1
\positions,\,1
\name="\builder"\>\,1
\name="\coneDirection"\>\,1
Adjusts,1
tasks,1
\m_aabb->extentsMin->set(minX,\,1
\name="\progression"\>\,1
old,1
progression,1
conjugate,1
(The,1
\Networking,\,1
\grey,\,1
colors,1
https://en.wikipedia.org/wiki/Box%E2%80%93Muller_transform,1
*GetRenderModel(),1
STBI_NO_HDR),1
AABB,1
IEnumerable,1
imageCreateInfo.mipLevels,1
appropriately),1
previous,1
Discrete,1
\XY,\,1
imageCreateInfo.extent.height,1
\name="\filterName"\>\,1
\display::vkErrorCheck(vkCreateImage(Display::Get()->getVkDevice(),\,1
\min(fll,\,1
VK_COMPONENT_SWIZZLE_A,1
memoryAllocateInfo.sType,1
sphere->getRadius(),1
Deciduous,1
longest,1
But,1
planes*value,1
promoted,1
imageViewCreateInfo.image,1
child;,1
\BGR,\,1
Limits,1
major,1
VK_DEBUG_REPORT_ERROR_BIT_EXT,1
mods,1
\VK_IMAGE_ASPECT_COLOR_BIT,\,1
\scaled,\,1
imageViewCreateInfo.viewType,1
to-shadow-map-space,1
m_vboID,1
\{-0.5f,\,1
RGB;,1
\AIs,\,1
recommended,1
\all,\,1
data[x],1
fopen(),1
\m_verticesBuffer,\,1
fixing,1
3:,1
RIGHT,1
21);,1
Both,1
quality),1
IJG,1
gameloop,1
Increases,1
m_22,1
operations,1
\lower,\,1
\name="\x1"\>\,1
library,1
dense,1
internal,1
(and,1
\max(bul,\,1
\m_shader->loadUniform3f("\lightColour["\\,1
irenderers,1
renderer::get()->depthMask(false);,1
\angle,\,1
paths,1
\3,\,1
!m_textures->empty()),1
\vkUnmapMemory(Display::Get()->getVkDevice(),\,1
floor,1
switch,1
floating,1
generically,1
Particles,1
LIGHTS,1
cross,1
\drawBuffer,\,1
\name="\time"\>\,1
errors,1
0.5,1
\name="\fov"\>\,1
(m_vertices,1
represent,1
encloses,1
depending,1
weather,1
Second,1
Maximum,1
\name="\initialized"\>\,1
snaps,1
\name="\spaceWidth"\>\,1
SetCellularNoiseLookup(),1
\name="\y1"\>\,1
\cref="\ispatialstructure"\/>\,1
https://github.com/AndySmile/SimpleAudioLibrary,1
STBI_NO_HDR,1
indices;,1
invert,1
imageCreateInfo.initialLayout,1
&bufferCopyRegion,1
sub,1
those,1
int},1
supported,1
_would_,1
FBM,1
subresourceRange.baseMipLevel,1
*componentLight->getLight()->getAttenuation());,1
holds,1
\thread,\,1
stbi_ldr_to_hdr_scale(1.0f);,1
m_image,1
channel,1
on),1
Provides,1
Account,1
16);,1
\max},\,1
\m_deltaUpdate->getChange(),\,1
filter-like,1
listen,1
top-left,1
(e.g,1
\name="\p2"\>\,1
controlling,1
engines,1
supports,1
(cameraDistance,1
\i,\,1
structure.,1
adj(T),1
(dynamic_cast<Sphere*>(other),1
particles::get()->removeSystem(this);,1
imageCreateInfo,1
client,1
provides,1
(rectangular,1
Pre-Update,1
intervals,1
blue,1
warnings,1
\space,\,1
inv(A),1
https://github.com/Equilibrium-Games/Flounder-Java-Engine/blob/ab989a6ded24a9feeb45b3adf6a8afdec9a62e5b/src/flounder/materials/Material.java,1
(auto,1
Fully,1
m_image;,1
\name="\drawBuffer"\>\,1
(lightsLoaded,1
\name="\size1"\>\,1
\alpha,\,1
ensure,1
complicated,1
4);,1
low-level,1
pixel:,1
!m_indices->empty()),1
\value,\,1
XZ,1
\colour(0.0f,\,1
\name="\zFar"\>\,1
delayed,1
stencil,1
name/key,1
resizable,1
application,1
stbi_ldr_to_hdr_gamma(2.2f);,1
'out':,1
flag,1
Intentionally,1
pt,1
SetNoiseType(),1
\name="\maxLineLength"\>\,1
\name="\updater"\>\,1
stbi_is_hdr(char,1
\is,\,1
\"\Warning,\,1
\name="\edge1"\>\,1
Something,1
elements,1
safe,1
subresourceRange.aspectMask,1
CLAMP,1
\m_position->m_x,\,1
perspective,1
units,1
0.45,1
VK_DEBUG_REPORT_DEBUG_BIT_EXT;,1
Matrix),1
here,1
\name="\stretchX"\>\,1
\cref="\#Run()"\/>\,1
canonical,1
increased,1
VkMemoryAllocateInfo,1
blendFactor,1
cr:,1
initially,1
\numbers,\,1
graphics,1
duplicated,1
m_normalsBuffer,1
pointer,1
Populates,1
Manually,1
easily,1
Replaces,1
inner,1
Paletted,1
formal,1
aliasing,1
\display::vkErrorCheck(vkMapMemory(Display::Get()->getVkDevice(),\,1
(reports,1
Subtropical,1
\name="\expandX"\>\,1
technique,1
worst,1
vkCmdCopyBufferToImage(,1
Keys,1
vkDeviceWaitIdle(Display::Get()->getVkDevice());,1
\object,\,1
0.01,1
limits,1
png),1
Will,1
After,1
range:,1
componentLight,1
calculates,1
\name="\pos"\>\,1
increasing,1
m_verticesBuffer,1
nullptr;,1
assumes,1
Smooth,1
GLSL,1
native,1
normally,1
'data',1
compiling,1
Module,1
fit,1
said,1
chosen,1
loaders::get()->createEmptyVBO(INSTANCE_DATA_LENGTH,1
\m_maxExtents->m_z,\,1
Attempt,1
various,1
Sends,1
stb_image,1
(m_textures,1
sqrt(distanceSquared));,1
represented,1
overflow,1
GetNoise,1
\Additionally,\,1
centered,1
std::vector<float>,1
\vkGetImageMemoryRequirements(Display::Get()->getVkDevice(),\,1
bad,1
\distribution,\,1
\name="\scaleX"\>\,1
cube,1
\m_minExtents->m_y,\,1
\name="\z2"\>\,1
MTL,1
\stbi_convert_iphone_png_to_rgb(0),\,1
runner,1
variety,1
requires,1
thaT,1
Distance,1
advantage,1
\value},\,1
available,1
\name="\line"\>\,1
bufferCreateInfo.size,1
Basic,1
\name="\borderColour"\>\,1
FlounderEntities::get()->getEntities()->getAll(0).begin();,1
getBiomeColour(vertex.m_x,1
bufferCopyRegion.imageExtent.width,1
\(jpeg,\,1
\name="\x2"\>\,1
What,1
\name="\task"\>\,1
*sphere,1
(This,1
ebd,1
\VK_COMPONENT_SWIZZLE_B,\,1
glyph,1
wherever,1
details),1
Free,1
FlounderFBOs.get().getMaxFBOSize()),1
maps,1
verifyMove,1
bufferCreateInfo.sharingMode,1
there's,1
VK_STRUCTURE_TYPE_MEMORY_ALLOCATE_INFO;,1
\name="\sizeX"\>\,1
imageViewCreateInfo,1
having,1
engine.shadows,1
<T>,1
act,1
\&imageCreateInfo,\,1
parallel,1
m_10,1
Hermite,1
&m_stagingBuffer));,1
&m_imageView));,1
Fourth,1
\name="\endValue"\>\,1
GetNoise(...),1
special,1
ComponentLight,1
changed,1
m_vaoID,1
\(Z,\,1
ordinary,1
\max(flr,\,1
remapped,1
\name="\place"\>\,1
Modules,1
\name="\centreFar"\>\,1
Weather,1
'255',1
ID,1
Initializes,1
above:,1
12);,1
\name="\texureSizeY"\>\,1
\name="\screenStart"\>\,1
rotates,1
*comp=4,1
purposes,1
regardless,1
timer),1
throughout,1
m_components,1
persevered,1
RGB,1
lastHeight),1
f,1
Frame,1
high,1
determined,1
faster,1
createBuffer(m_textures);,1
whilst,1
rays,1
handing,1
Disowns,1
\delta,\,1
\readBuffer,\,1
support:,1
FlounderFBOs.get().getMaxFBOSize(),1
Changed,1
\movement,\,1
\m_minExtents->m_z,\,1
minimum,1
\name="\bottom"\>\,1
screenshots,1
Attempts,1
currentHeight;,1
maxZ);,1
\name="\typeUpdate"\>\,1
extremely,1
(method,1
pointed,1
aabb2->m_maxExtents,1
'screen-space',1
(currentWidth,1
happens,1
\name="\spawn"\>\,1
\name="\tangents"\>\,1
simplifying,1
acts,1
part,1
stbi_image,1
Updated,1
kill,1
unfriendly,1
\name="\cursorX"\>\,1
speed,1
\not),\,1
\Colours,\,1
suppress,1
VK_FORMAT_R32_SFLOAT;,1
\max(ful,\,1
\quaternions,\,1
until,1
\name="\moduleName"\>\,1
\max(blr,\,1
common,1
y0,1
2.0,1
imageViewCreateInfo.components,1
Setting,1
\vector,\,1
positive,1
\0.8314f,\,1
updated,1
required,1
\vertices,\,1
ex,1
numbers,1
slightly,1
1:,1
defaulting,1
*only*,1
VK_DEBUG_REPORT_PERFORMANCE_WARNING_BIT_EXT,1
4:,1
imageViewCreateInfo.subresourceRange.levelCount,1
!m_tangents->empty()),1
amounT,1
subresourceRange.layerCount,1
bufferCopyRegion.imageExtent.depth,1
\cref="\Character"\/>\,1
nominally,1
skip,1
