File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\loaders\loaders.cpp,"loaders::storeDataInVBO(GLuint &vaoID, const std::vector<GLfloat> &data, const int &attributeNumber, const int &coordSize)",10,8,8,1,1,0,1,1,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\colour.cpp,colour::colour(),2,2,2,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\colour.cpp,"colour::colour(const float &r, const float &g, const float &b)",2,2,2,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\colour.cpp,"colour::colour(const float &r, const float &g, const float &b, const bool &convert)",2,2,2,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\colour.cpp,"colour::colour(const float &r, const float &g, const float &b, const float &a)",2,2,2,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\colour.cpp,"colour::colour(const float &r, const float &g, const float &b, const float &a, const bool &convert)",2,2,2,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\colour.cpp,colour::colour(const colour &source),2,2,2,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\colour.cpp,colour::~colour(),1,1,1,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\colour.cpp,"colour::set(const float &r, const float &g, const float &b)",2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\colour.cpp,"colour::set(const float &r, const float &g, const float &b, const bool &convert)",15,14,10,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\colour.cpp,"colour::set(const float &r, const float &g, const float &b, const float &a)",2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\colour.cpp,"colour::set(const float &r, const float &g, const float &b, const float &a, const bool &convert)",17,16,12,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\colour.cpp,colour::set(const colour &source),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\colour.cpp,"colour::add(const colour &left, const colour &right, colour *destination)",7,6,4,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\colour.cpp,"colour::subtract(const colour &left, const colour &right, colour *destination)",7,6,4,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\colour.cpp,"colour::multiply(const colour &left, const colour &right, colour *destination)",7,6,4,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\colour.cpp,"colour::divide(const colour &left, const colour &right, colour *destination)",7,6,4,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\colour.cpp,"colour::interpolate(const colour &left, const colour &right, const float blend, colour *destination)",11,10,8,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\colour.cpp,"colour::getUnit(const colour &source, colour *destination)",8,7,5,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\colour.cpp,colour::length(const colour &source),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\colour.cpp,colour::lengthSquared(const colour &source),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\colour.cpp,colour::scale(const float scalar),5,5,5,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\colour.cpp,colour::length(),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\colour.cpp,colour::lengthSquared(),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\delta.cpp,delta::delta(),6,5,5,0,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\delta.cpp,delta::~delta(),1,1,1,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\delta.cpp,delta::update(),5,5,5,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix2x2.cpp,matrix2x2::matrix2x2(),2,2,2,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix2x2.cpp,matrix2x2::matrix2x2(const matrix2x2 &source),2,2,2,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix2x2.cpp,matrix2x2::matrix2x2(const float source[4]),2,2,2,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix2x2.cpp,matrix2x2::~matrix2x2(),1,1,1,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix2x2.cpp,matrix2x2::set(const matrix2x2 &source),6,6,6,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix2x2.cpp,matrix2x2::set(const float source[4]),6,6,6,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix2x2.cpp,matrix2x2::setIdentity(matrix2x2 *source),6,6,6,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix2x2.cpp,matrix2x2::determinant(const matrix2x2 &source),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix2x2.cpp,"matrix2x2::add(const matrix2x2 &left, const matrix2x2 &right, matrix2x2 *destination)",11,10,8,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix2x2.cpp,"matrix2x2::subtract(const matrix2x2 &left, const matrix2x2 &right, matrix2x2 *destination)",11,10,8,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix2x2.cpp,"matrix2x2::multiply(const matrix2x2 &left, const matrix2x2 &right, matrix2x2 *destination)",16,14,12,2,2,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix2x2.cpp,"matrix2x2::transform(const matrix2x2 &left, const vector2 &right, vector2 *destination)",10,8,6,2,2,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix2x2.cpp,"matrix2x2::scale(const matrix2x2 &left, const vector2 &right, matrix2x2 *destination)",11,10,8,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix2x2.cpp,"matrix2x2::invert(const matrix2x2 &source, matrix2x2 *destination)",26,23,17,4,3,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix2x2.cpp,"matrix2x2::negate(const matrix2x2 &source, matrix2x2 *destination)",11,10,8,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix2x2.cpp,"matrix2x2::transpose(const matrix2x2 &source, matrix2x2 *destination)",12,10,8,2,2,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix2x2.cpp,matrix2x2::toArray(const matrix2x2 &matrix),7,7,7,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix2x2.cpp,matrix2x2::setZero(matrix2x2 *source),6,6,6,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix2x2.cpp,matrix2x2::setIdentity(),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix2x2.cpp,matrix2x2::determinant(),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix2x2.cpp,matrix2x2::invert(),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix2x2.cpp,matrix2x2::negate(),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix2x2.cpp,matrix2x2::transpose(),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix2x2.cpp,matrix2x2::setZero(),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix3x3.cpp,matrix3x3::matrix3x3(),2,2,2,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix3x3.cpp,matrix3x3::matrix3x3(const matrix3x3 &source),2,2,2,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix3x3.cpp,matrix3x3::matrix3x3(const float source[9]),2,2,2,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix3x3.cpp,matrix3x3::~matrix3x3(),1,1,1,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix3x3.cpp,matrix3x3::set(const matrix3x3 &source),11,11,11,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix3x3.cpp,matrix3x3::set(const float source[9]),11,11,11,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix3x3.cpp,matrix3x3::setIdentity(matrix3x3 *source),11,11,11,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix3x3.cpp,matrix3x3::determinant(const matrix3x3 &source),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix3x3.cpp,"matrix3x3::add(const matrix3x3 &left, const matrix3x3 &right, matrix3x3 *destination)",16,15,13,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix3x3.cpp,"matrix3x3::subtract(const matrix3x3 &left, const matrix3x3 &right, matrix3x3 *destination)",16,15,13,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix3x3.cpp,"matrix3x3::multiply(const matrix3x3 &left, const matrix3x3 &right, matrix3x3 *destination)",26,24,22,2,2,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix3x3.cpp,"matrix3x3::transform(const matrix3x3 &left, const vector3 &right, vector3 *destination)",11,9,7,2,2,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix3x3.cpp,"matrix3x3::scale(const matrix3x3 &left, const vector3 &right, matrix3x3 *destination)",16,15,13,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix3x3.cpp,"matrix3x3::invert(const matrix3x3 &source, matrix3x3 *destination)",41,33,27,4,4,0,4,30,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix3x3.cpp,"matrix3x3::negate(const matrix3x3 &source, matrix3x3 *destination)",16,15,13,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix3x3.cpp,"matrix3x3::transpose(const matrix3x3 &source, matrix3x3 *destination)",26,24,22,2,2,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix3x3.cpp,matrix3x3::toArray(const matrix3x3 &matrix),12,12,12,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix3x3.cpp,matrix3x3::setZero(matrix3x3 *source),11,11,11,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix3x3.cpp,matrix3x3::setIdentity(),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix3x3.cpp,matrix3x3::determinant(),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix3x3.cpp,matrix3x3::invert(),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix3x3.cpp,matrix3x3::negate(),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix3x3.cpp,matrix3x3::transpose(),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix3x3.cpp,matrix3x3::setZero(),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix4x4.cpp,matrix4x4::matrix4x4(),2,2,2,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix4x4.cpp,matrix4x4::matrix4x4(const matrix4x4 &source),2,2,2,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix4x4.cpp,matrix4x4::matrix4x4(const float source[16]),2,2,2,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix4x4.cpp,matrix4x4::~matrix4x4(),1,1,1,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix4x4.cpp,matrix4x4::set(const matrix4x4 &source),18,18,18,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix4x4.cpp,matrix4x4::set(const float source[16]),18,18,18,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix4x4.cpp,matrix4x4::setIdentity(matrix4x4 *source),18,18,18,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix4x4.cpp,matrix4x4::determinant(const matrix4x4 &source),5,5,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix4x4.cpp,"matrix4x4::add(const matrix4x4 &left, const matrix4x4 &right, matrix4x4 *destination)",23,22,20,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix4x4.cpp,"matrix4x4::subtract(const matrix4x4 &left, const matrix4x4 &right, matrix4x4 *destination)",23,22,20,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix4x4.cpp,"matrix4x4::multiply(const matrix4x4 &left, const vector4 &right, vector4 *destination)",11,10,8,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix4x4.cpp,"matrix4x4::multiply(const matrix4x4 &left, const matrix4x4 &right, matrix4x4 *destination)",40,38,36,2,2,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix4x4.cpp,"matrix4x4::transform(const matrix4x4 &left, const vector4 &right, vector4 *destination)",12,10,8,2,2,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix4x4.cpp,"matrix4x4::scale(const matrix4x4 &left, const vector4 &right, matrix4x4 *destination)",23,22,20,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix4x4.cpp,"matrix4x4::invert(const matrix4x4 &source, matrix4x4 *destination)",56,47,41,4,4,0,5,14,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix4x4.cpp,"matrix4x4::negate(const matrix4x4 &source, matrix4x4 *destination)",23,22,20,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix4x4.cpp,"matrix4x4::transpose(const matrix4x4 &source, matrix4x4 *destination)",40,38,36,2,2,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix4x4.cpp,"matrix4x4::translate(const matrix4x4 &left, const vector2 &right, matrix4x4 *destination)",11,10,8,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix4x4.cpp,"matrix4x4::translate(const matrix4x4 &left, const vector3 &right, matrix4x4 *destination)",11,10,8,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix4x4.cpp,"matrix4x4::rotate(const matrix4x4 &source, const vector3 &axis, const float &angle, matrix4x4 *destination)",47,44,42,2,3,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix4x4.cpp,matrix4x4::toArray(const matrix4x4 &matrix),19,19,19,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix4x4.cpp,matrix4x4::setZero(matrix4x4 *source),18,18,18,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix4x4.cpp,"matrix4x4::rotate(const vector3 &source, const vector3 &rotation, vector3 *destination)",11,10,8,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix4x4.cpp,"matrix4x4::transformationMatrix(const vector2 &translation, const float &scale, matrix4x4 *destination)",2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix4x4.cpp,"matrix4x4::transformationMatrix(const vector2 &translation, const vector3 &scale, matrix4x4 *destination)",2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix4x4.cpp,"matrix4x4::transformationMatrix(const vector3 &translation, const vector3 &rotation, const float &scale, matrix4x4 *destination)",2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix4x4.cpp,"matrix4x4::transformationMatrix(const vector3 &translation, const vector3 &rotation, const vector3 &scale, matrix4x4 *destination)",27,21,13,5,5,3,1,19,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix4x4.cpp,"matrix4x4::perspectiveMatrix(const float &fov, const float &aspectRatio, const float &zNear, const float &zFar, matrix4x4 *destination)",18,16,14,2,2,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix4x4.cpp,"matrix4x4::orthographicMatrix(const float &left, const float &right, const float &bottom, const float &top, const float &near, const float &far, matrix4x4 *destination)",23,20,18,2,3,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix4x4.cpp,"matrix4x4::viewMatrix(const vector3 &position, const vector3 &rotation, matrix4x4 *destination)",14,13,11,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix4x4.cpp,"matrix4x4::worldToScreenSpace(const vector3 &worldSpace, const matrix4x4 &viewMatrix, const matrix4x4 &projectionMatrix, vector3 *destination)",14,12,10,2,2,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix4x4.cpp,"matrix4x4::generateRandomUnitVectorWithinCone(const vector3 &coneDirection, const float &angle, vector3 *destination)",34,30,24,3,4,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix4x4.cpp,matrix4x4::setIdentity(),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix4x4.cpp,matrix4x4::determinant(),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix4x4.cpp,matrix4x4::invert(),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix4x4.cpp,matrix4x4::negate(),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix4x4.cpp,matrix4x4::transpose(),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix4x4.cpp,matrix4x4::setZero(),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\matrix4x4.cpp,"matrix4x4::determinant3x3(const float &t00, const float &t01, const float &t02, const float &t10, const float &t11, const float &t12, const float &t20, const float &t21, const float &t22)",2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\quaternion.cpp,quaternion::quaternion(),2,2,2,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\quaternion.cpp,"quaternion::quaternion(const float &x, const float &y, const float &z, const float &w)",2,2,2,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\quaternion.cpp,quaternion::quaternion(const quaternion &source),2,2,2,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\quaternion.cpp,quaternion::quaternion(const matrix4x4 &source),2,2,2,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\quaternion.cpp,quaternion::~quaternion(),1,1,1,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\quaternion.cpp,"quaternion::set(const float &x, const float &y, const float &z, const float &w)",6,6,6,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\quaternion.cpp,quaternion::set(const quaternion &source),6,6,6,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\quaternion.cpp,quaternion::set(const vector4 &source),8,8,8,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\quaternion.cpp,quaternion::set(const matrix4x4 &source),42,39,31,2,3,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\quaternion.cpp,quaternion::set(const matrix3x3 &source),51,47,37,3,4,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\quaternion.cpp,quaternion::setIdentity(quaternion *source),6,6,6,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\quaternion.cpp,"quaternion::multiply(const quaternion &left, const quaternion &right, quaternion *destination)",7,6,4,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\quaternion.cpp,"quaternion::multiplyInverse(const quaternion &left, const quaternion &right, quaternion *destination)",9,8,6,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\quaternion.cpp,"quaternion::dot(const quaternion &left, const quaternion &right)",2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\quaternion.cpp,"quaternion::slerp(const quaternion &left, const quaternion &right, const float &progression, quaternion *destination)",29,25,19,4,4,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\quaternion.cpp,"quaternion::scale(const quaternion &source, const float &scalar, quaternion *destination)",7,6,4,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\quaternion.cpp,"quaternion::negate(const quaternion &source, quaternion *destination)",7,6,4,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\quaternion.cpp,"quaternion::normalize(const quaternion &source, quaternion *destination)",16,14,8,3,2,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\quaternion.cpp,quaternion::length(const quaternion &source),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\quaternion.cpp,quaternion::lengthSquared(const quaternion &source),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\quaternion.cpp,"quaternion::toMatrix(const quaternion &source, matrix4x4 *destination)",34,32,30,2,2,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\quaternion.cpp,"quaternion::toRotationMatrix(const quaternion &source, matrix4x4 *destination)",33,31,29,2,2,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\quaternion.cpp,quaternion::setIdentity(),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\quaternion.cpp,quaternion::negate(),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\quaternion.cpp,quaternion::normalize(),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\quaternion.cpp,quaternion::scale(const float &scalar),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\quaternion.cpp,quaternion::isZero() const,2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\quaternion.cpp,quaternion::length() const,2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\quaternion.cpp,quaternion::lengthSquared() const,2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\timer.cpp,timer::timer(const double &interval),3,3,3,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\timer.cpp,timer::~timer(),1,1,1,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\timer.cpp,timer::isPassedTime(),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\timer.cpp,timer::resetStartTime(),2,2,2,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\timer.cpp,timer::getInterval(),2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\timer.cpp,timer::setInterval(const double &interval),8,7,5,1,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\vector2.cpp,vector2::vector2(),2,2,2,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\vector2.cpp,"vector2::vector2(const float &x, const float &y)",2,2,2,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\vector2.cpp,vector2::vector2(const vector2 &source),2,2,2,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\vector2.cpp,vector2::~vector2(),1,1,1,0,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\vector2.cpp,"vector2::set(const float &x, const float &y)",4,4,4,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\vector2.cpp,vector2::set(const vector2 &source),4,4,4,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\vector2.cpp,"vector2::add(const vector2 &left, const vector2 &right, vector2 *destination)",7,6,4,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\vector2.cpp,"vector2::subtract(const vector2 &left, const vector2 &right, vector2 *destination)",7,6,4,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\vector2.cpp,"vector2::multiply(const vector2 &left, const vector2 &right, vector2 *destination)",7,6,4,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\vector2.cpp,"vector2::divide(const vector2 &left, const vector2 &right, vector2 *destination)",7,6,4,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\vector2.cpp,"vector2::angle(const vector2 &left, const vector2 &right)",13,11,7,2,2,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\vector2.cpp,"vector2::dot(const vector2 &left, const vector2 &right)",2,2,2,1,0,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\vector2.cpp,"vector2::scale(const vector2 &source, const float &scalar, vector2 *destination)",7,6,4,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\vector2.cpp,"vector2::rotate(const vector2 &source, const float &angle, vector2 *destination)",8,7,5,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\vector2.cpp,"vector2::rotate(const vector2 &source, const float &angle, const vector2 &rotationAxis, vector2 *destination)",8,7,5,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\vector2.cpp,"vector2::negate(const vector2 &source, vector2 *destination)",7,6,4,2,1,0,0,0,
C:\Users\mattp\Documents\Flounder\Flounder-Core\src\maths\vector2.cpp,"vector2::normalize(const vector2 &source, vector2 *destination)",16,14,8,3,2,0,0,0,
